COD;MUNI;cv_bcg;prop_populacao_com_renda_menosqmeio_SM;prop_populacao_pobreza_extrema;Renda_media_domic_per_capita;Taxa_de_analfabetismo;Taxa_de_desemprego_16a_emais;PIB_per_capita;Saneamento_inadequado;Taxa_urbanizacao;Gini;CoberturaESF;CoberturaAB;Inc_tb22;mort_tb22;prop_cont22;populacao_residente
261255;SANTA FILOMENA;111.83;81.04;37.95;158;31.8;4.84;4528.7;59.41;16.65;0.5491;95.32;95.32;27.31307602;0;85.7142868;14645
261260;SANTA MARIA DA BOA VISTA;85.05;68.96;26.27;165;21.8;6.74;10259.68;22.42;37.72;0.554;82.28;82.28;14.19580746;0;100;42266
261270;SANTA MARIA DO CAMBUCA;117.09;60.93;17.27;221;33.9;1.89;5284.82;45.94;25.15;0.4668;100;100;34.94548416;0;100;14308
261280;SANTA TEREZINHA;164.08;68.93;27.87;169;23.8;17.52;4714.59;27.55;62.56;0.5206;100;100;8.393486977;0;0;11914
261290;SAO BENEDITO DO SUL;82.05;80.24;22.32;148;36.4;14.05;4641.91;36.48;51.34;0.5283;86.82;86.82;30.79007339;6.158014774;120;16239
261300;SAO BENTO DO UNA;140.5;68.52;20.37;194;29;6.74;11502.14;32.2;52.4;0.6094;69.58;69.58;14.85957718;0;100;60567
261310;SAO CAITANO;109.16;60.48;19.82;177;28.9;5.37;6863.85;19.32;76.77;0.5075;92.63;92.63;32.01024246;0;100;37488
261320;SAO JOAO;112.54;70.3;29.91;180;31.9;4.69;6783.09;36.79;45.31;0.5734;100;100;21.73723984;4.347447872;100;23002
261330;SAO JOAQUIM DO MONTE;89.87;70.52;26.13;167;34.3;2.89;5671.37;20.21;68.93;0.5461;100;100;13.99318981;0;0;21439
261340;SAO JOSE DA COROA GRANDE;159.78;68.52;20.03;150;22.7;15.64;9233.62;9.72;73.91;0.5846;100;100;27.43735123;0;100;21868
261350;SAO JOSE DO BELMONTE;113.09;66.21;25.26;179;25.7;7.43;6047.36;30.32;49.57;0.5502;100;100;14.67050076;0;100;34082
261360;SAO JOSE DO EGITO;153.25;60;18.91;209;20.1;8.96;7311.49;27.47;65.85;0.5428;100;100;11.69248772;0;100;34210
261370;SAO LOURENCO DA MATA;106.78;56.56;10.3;185;15.7;16.89;7585.75;9.69;94.05;0.5173;76.17;81.47;80.9329071;5.221477509;85.7142868;114910
261380;SAO VICENTE FERRER;108.37;74.81;22.27;179;30.5;10.97;9202.64;20.19;65.89;0.5566;95.74;95.74;38.56749344;0;95.23809814;18150
261390;SERRA TALHADA;207.94;55.27;15.37;169;19.9;7.26;12947.97;19.86;77.34;0.5714;91.89;100;30.86878395;5.716441631;100;87467
261400;SERRITA;95.91;74.56;28.67;179;24.7;6.69;5590.93;54.02;34.67;0.5668;100;100;57.21418762;0;100;19226
261410;SERTANIA;114;65.28;15.34;189;26.3;8.7;6393.39;28.82;54.92;0.6111;96.08;96.08;16.57962418;0;100;36189
261420;SIRINHAEM;100.54;67.07;9.6;203;23.2;15.68;9919.76;20.07;53.32;0.4578;75.22;75.22;29.88579369;4.269399166;100;46845
261430;MOREILANDIA;106.72;76.95;31.66;149;23.8;4.76;6048.17;35.04;61.43;0.542;100;100;17.74780464;0;100;11269
261440;SOLIDAO;22.68;69.82;29.64;176;25.8;5.73;5717.27;49.71;31.88;0.5675;100;100;16.57275391;0;100;6034
261450;SURUBIM;107.55;55.65;11.22;224;24.2;6.91;9625.81;13.8;75.26;0.5362;100;100;19.63983536;3.021513224;100;66192
261460;TABIRA;25.59;66.95;21.83;166;21.3;7.64;6836.41;17.14;74.81;0.5214;100;100;20.79001999;0;61.53845978;28860
261470;TACAIMBO;69.63;70.3;24.33;175;35.8;3.8;6337.5;29.63;55.68;0.5151;100;100;77.86342621;7.786342621;100;12843
261480;TACARATU;90.73;71.42;27.82;172;25.3;6.1;4951.11;45.04;41.65;0.4977;100;100;45.38749695;7.564582825;100;26439
261485;TAMANDARE;84.86;69.77;15.89;152;21.9;13.42;9453.33;23.06;73.23;0.5576;100;100;58.6952858;0;93.1818161;23852
261500;TAQUARITINGA DO NORTE;89.66;37.64;5.81;265;22.3;4.42;7241.59;18.07;72.12;0.4213;83.93;83.93;30.53745842;0;100;29472
261510;TEREZINHA;42.53;73.45;28.89;171;36.4;4.98;5413.15;37.51;42.45;0.5377;100;100;27.67399979;0;0;7227
261520;TERRA NOVA;142.86;69.45;29.1;180;19.9;10.16;5358.65;19.17;54.04;0.4996;100;100;9.695559502;0;100;10314
261530;TIMBAUBA;147.95;61.84;12.69;180;20.1;12.07;10654.33;6.28;86.14;0.5154;100;100;32.32738113;3.803221226;100;52587
261540;TORITAMA;92.82;37.27;3.66;278;19.7;2.74;14494.73;2.11;95.98;0.4464;61.04;61.04;16.98946571;2.123683214;200;47088
261550;TRACUNHAEM;105.91;70.24;11.59;206;22.6;10.92;6289.68;11.21;84.02;0.4542;100;100;122.6905289;0;100;13856
261560;TRINDADE;114.31;65.53;14.3;152;25.7;8.51;9534.49;11.43;86.02;0.5784;100;100;35.36636353;0;94.44444275;31103
261570;TRIUNFO;81.14;55.33;16.76;222;17.3;4.3;6598.46;39.53;52.94;0.5645;100;100;13.13025188;0;100;15232
261580;TUPANATINGA;187.5;81.42;39.13;134;39.2;5.1;5220.09;47.11;34.94;0.621;75.81;90.43;3.598028183;0;100;27793
261590;TUPARETAMA;72.39;52.61;12.54;225;22.6;5.62;7029.36;18.9;80.14;0.4688;100;100;60.48875046;12.09774971;100;8266
261600;VENTUROSA;135.5;67.13;23.02;189;27.3;7.66;6299.82;28.86;64.43;0.5274;100;100;10.61852932;5.30926466;100;18835
261610;VERDEJANTE;84.83;68.59;24.55;204;26.6;9.29;5350.71;24.5;29.45;0.5493;100;100;0;0;0;9572
261618;VERTENTE DO LERIO;87.72;70.25;18.47;210;33.2;3.22;8622.29;50.09;23.03;0.4512;100;100;13.28727055;0;0;7526
261620;VERTENTES;54.33;53.46;10.87;233;23.9;4.79;6509.1;22.03;71.02;0.4645;83.21;83.21;28.33931541;0;100;21172
261630;VICENCIA;132.65;72.26;14.84;201;22.1;15.24;9126.68;8.02;44.92;0.5108;100;100;21.27853584;0;100;32897
261640;VITORIA DE SANTO ANTAO;69.67;57.09;10.3;214;21.6;12.51;18091.78;8.57;87.27;0.5537;79.56;89.64;25.64303398;1.424612999;93.82422638;140389
261650;XEXEU;75.12;70.87;19.36;173;32.9;17.19;5324.77;12.27;65.07;0.4999;100;100;87.90316772;6.761782169;93.10344696;14789
270010;AGUA BRANCA;171.69;74.95;31.14;156;30.1;4.25;5172.73;37.93;26.33;0.5667;100;100;4.935103416;0;100;20263
270020;ANADIA;121.08;73.2;20.83;174;35.6;13.85;6495.19;16.82;51.36;0.5381;100;100;17.13600349;5.712000847;100;17507
270030;ARAPIRACA;84.51;53.95;12.14;189;21.9;8.47;12984.79;4.01;84.8;0.5589;96.77;100;21.33934212;2.987508059;69.90291595;234309
270040;ATALAIA;119.22;76.69;15.9;170;32.3;14.97;7627.53;15.78;50.67;0.5172;100;100;27.34539413;2.103491783;92.85713959;47540
270050;BARRA DE SANTO ANTONIO;155.17;75.5;19.53;151;26.4;12.45;7197.26;6.08;93.06;0.5362;100;100;24.68983459;0;100;16201
270060;BARRA DE SAO MIGUEL;110.07;54.98;10.35;170;22.6;6.85;14019.72;4.28;86.1;0.5576;100;100;35.5703125;0;100;8434
270070;BATALHA;120.32;68.83;18.96;173;28.5;9.11;6312.94;18.52;70.52;0.4951;100;100;21.69197464;0;100;18440
270080;BELEM;82.22;64.87;20.99;236;31.8;6.27;7044.41;38.14;41.13;0.5609;100;100;0;0;0;4226
270090;BELO MONTE;139.56;81.36;36.15;152;38;4.58;8081.72;35.21;16.66;0.6614;100;100;0;0;0;6717
270100;BOCA DA MATA;120.83;70.92;17.35;178;25.9;14.98;10064.1;9.94;67.7;0.5251;100;100;10.93732929;0;0;27429
270110;BRANQUINHA;105.2;74.7;17.05;170;40;7.54;4601.8;35.55;63.05;0.4304;100;100;19.18281174;0;100;10426
270120;CACIMBINHAS;105.59;72.37;27.81;170;39.7;7.92;5978.14;43.04;52.99;0.5954;100;100;45.78754425;0;100;10920
270130;CAJUEIRO;94.43;76.8;16.43;150;33.5;14.63;5992.05;11.55;80.77;0.5038;100;100;23.36776161;0;100;21397
270135;CAMPESTRE;140.2;69.37;16.63;171;32.7;13.34;7252.83;15.77;83.96;0.4785;100;100;28.68617249;0;0;6972
270140;CAMPO ALEGRE;89.27;77.93;13.18;192;27;24.13;5491.7;2.14;43.61;0.4882;100;100;18.96649742;0;100;57997
270150;CAMPO GRANDE;62.4;81.38;37.2;117;39.4;5.84;5781.71;12.26;46.34;0.5815;100;100;0;0;0;9576
270160;CANAPI;103.86;79.99;44.08;133;40.3;4.16;4222.4;62.62;32.1;0.6032;100;100;5.644933701;0;100;17715
270170;CAPELA;127.15;70.99;17.11;158;31.9;10.61;8466.83;18.43;74.08;0.5017;100;100;23.65884018;0;0;16907
270180;CARNEIROS;67.74;75.52;34.04;150;28.6;3.56;4755.47;30.22;56.72;0.5463;100;100;0;0;0;9568
270190;CHA PRETA;125.84;71.45;25.67;183;35.1;2.19;5649.12;34.58;62.8;0.522;100;100;0;0;0;7311
270200;COITE DO NOIA;108;73.48;33.23;169;39.8;2.06;6018.67;60.21;34.2;0.5216;100;100;47.19652557;0;100;10594
270210;COLONIA LEOPOLDINA;90.88;73.2;21.87;164;34;10.77;6318.09;17.31;76.52;0.5406;100;100;13.67677212;4.558924198;100;21935
270220;COQUEIRO SECO;132.89;62.98;13.7;219;29.2;13.4;7396.66;9.49;89.99;0.5025;100;100;51.00305939;0;0;5882
270230;CORURIPE;86.48;65.13;17;248;21.5;10.75;17852.7;4.85;88.32;0.5408;90.9;90.9;27.75513077;1.734695673;100;57647
270235;CRAIBAS;105.71;76.38;32.37;161;41.5;2.46;4967.87;28.43;32.37;0.5318;100;100;4.099032402;0;100;24396
270240;DELMIRO GOUVEIA;71.21;59.4;15.52;249;23.4;12.11;9370.01;3.42;72.47;0.538;99.49;99.49;19.04725647;0;100;52501
270250;DOIS RIACHOS;119.73;77.86;32.77;140;38;2.84;4952.05;46.67;46.74;0.5548;100;100;9.042408943;9.042408943;100;11059
270255;ESTRELA DE ALAGOAS;98.51;74.94;31.75;177;40.1;4.41;4389.92;59.54;23.36;0.5124;100;100;0;0;0;18304
270260;FEIRA GRANDE;94.12;77.33;34.95;157;38.3;2.83;5962.26;52.86;16.05;0.5351;100;100;4.506128311;0;100;22192
270270;FELIZ DESERTO;93.75;72.07;23.69;236;31.4;14.01;21265.68;6.82;80.12;0.5;100;100;20.82032013;0;0;4803
270280;FLEXEIRAS;100.57;75.4;17.84;176;32.6;12.38;5898.83;28.56;65.05;0.4796;100;100;38.99243546;7.798487186;100;12823
270290;GIRAU DO PONCIANO;54.78;80.75;38.26;126;34.5;8.13;5528.11;49.19;30.87;0.5873;92.75;92.75;24.06796837;2.406796694;0;41549
270300;IBATEGUARA;88.6;80.93;24.63;141;37.5;7.81;6057.25;14.37;61.62;0.5345;100;100;19.18526649;0;0;15637
270310;IGACI;101.91;72.56;30.67;185;37.2;5.42;5889.61;35.64;24.55;0.5725;100;100;3.906860352;0;0;25596
270320;IGREJA NOVA;103.69;76.96;28.85;175;35.8;4.87;12089.17;20.6;20.5;0.663;100;100;8.107012749;4.053506374;100;24670
270330;INHAPI;82.55;85.17;39.03;124;39.3;3.86;4817.97;48.15;37.43;0.6782;100;100;48.91836166;0;0;18398
270340;JACARE DOS HOMENS;97.53;75.28;21.34;173;27;7.34;6691.86;5.21;56.01;0.5015;100;100;38.57280731;0;100;5185
270350;JACUIPE;98.55;74.96;18.51;136;31;10.35;7420.39;35.25;62.24;0.47;100;100;28.60411835;0;0;6992
270360;JAPARATINGA;123.85;71.31;20.48;182;27.7;11.82;10248.16;36.63;42.66;0.5178;100;100;0;0;0;8444
270370;JARAMATAIA;91.01;76.08;23.83;153;37;8.54;6070.45;22.05;52.41;0.4854;100;100;0;0;0;5751
270375;JEQUIA DA PRAIA;123.13;78.52;19.99;184;28.2;11.19;16263.92;15.05;23.93;0.4746;100;100;8.69943428;0;0;11495
270380;JOAQUIM GOMES;87.33;78.8;25.66;157;38;6.61;4936.81;35.1;64.13;0.506;100;100;33.10299301;8.275748253;80;24167
270390;JUNDIA;77.97;71.19;18.59;198;30;6.41;7851.16;33.63;67.28;0.5381;100;100;24.27773666;0;0;4119
270400;JUNQUEIRO;68.68;66.09;19.51;208;32.9;8.69;8075.47;14.28;32.74;0.5691;100;100;12.13788605;0;66.66666412;24716
270410;LAGOA DA CANOA;98.74;72.47;26.78;167;36.2;3.22;5756.3;24.98;50.22;0.5269;100;100;16.95681572;0;0;17692
270420;LIMOEIRO DE ANADIA;117.44;76.95;23.51;188;34.7;8.23;5591.19;44.29;8.32;0.564;100;100;6.919457436;0;0;28904
270430;MACEIO;100.55;40.67;5.1;182;11.3;12.01;16439.48;0.58;99.93;0.6378;25.06;48.83;43.23393631;3.005049467;64.2857132;1031597
270440;MAJOR ISIDORO;101.52;68.68;23.68;194;34.6;7.39;6240.78;28.92;49.25;0.549;100;100;10.03864861;0;0;19923
270450;MARAGOGI;95.09;70.47;20.36;136;29.1;7.78;9312.7;22.44;64.78;0.5385;100;100;29.98410797;0;100;33351
270460;MARAVILHA;142.86;76.31;31.19;145;28.4;6.48;5375.48;38.45;49.95;0.5798;100;100;11.29943466;0;0;8850
270470;MARECHAL DEODORO;114.47;60.52;13.14;212;20.9;11.55;27504.68;2.66;94.38;0.6112;100;100;34.05994415;1.892219186;100;52848
270480;MARIBONDO;114.55;61.53;16.44;240;28.9;8.78;7410.17;15.39;73.27;0.4927;100;100;30.48083496;7.62020874;100;13123
270490;MAR VERMELHO;109.52;69.79;19.41;199;28.1;9.33;6629.13;46.82;44.85;0.4801;100;100;0;0;0;3474
270500;MATA GRANDE;72.27;76.45;39.82;140;38.8;1.62;5366.25;52.49;22.97;0.5747;82.09;82.09;0;0;0;25200
270510;MATRIZ DE CAMARAGIBE;57.91;74.13;18.09;145;29.9;16.31;8166.98;11.97;92.9;0.4809;100;100;44.6664238;4.060584068;0;24627
270520;MESSIAS;61.28;70.72;13.29;163;31.4;17.89;7001.15;6.29;90.95;0.5022;100;100;21.97681427;0;100;18201
270530;MINADOR DO NEGRAO;138.33;72.08;24.84;185;41.9;7.27;6395.27;55.82;42.69;0.5411;100;100;18.81467628;0;0;5315
270540;MONTEIROPOLIS;166.35;79.3;31.84;144;36.7;14.19;5352.98;22.23;36.27;0.4931;100;100;13.94505692;0;0;7171
270550;MURICI;126.74;73.42;16.33;164;30.1;14.53;6518.99;17.68;82.77;0.4894;100;100;28.14126968;3.51765871;100;28428
270560;NOVO LINO;78.52;77.34;23.37;169;35.5;9.53;6319.05;42.93;60.76;0.5525;100;100;23.36994553;0;0;12837
270570;OLHO D'AGUA DAS FLORES;100;71.69;24.32;154;29.8;6.97;7027.18;10.61;68.69;0.5576;100;100;0;0;0;21690
270580;OLHO D'AGUA DO CASADO;76.87;74.92;29.29;151;36.5;6.98;5656.37;25.35;47.43;0.5503;100;100;10.51856518;0;0;9507
270590;OLHO D'AGUA GRANDE;79.1;85.92;44.43;131;40.9;1.58;5638.28;50.19;24.27;0.592;100;100;19.48178482;0;0;5133
270600;OLIVENCA;146.7;76.59;34.88;159;37.6;6.38;5376.55;50.66;28.4;0.5611;100;100;0;0;0;11681
270610;OURO BRANCO;85.64;72.4;28.08;136;31.3;6.85;4950.67;35.41;63.05;0.5564;100;100;17.28160286;0;0;11573
270620;PALESTINA;102.56;81.99;32.22;128;36.5;8.15;5554.02;5.42;63.32;0.604;100;100;39.5178833;0;0;5061
270630;PALMEIRA DOS INDIOS;111.41;57.57;15.02;190;22.9;8.18;8821.68;15.93;73.34;0.5745;100;100;23.14436722;2.722866535;100;73452
270640;PAO DE ACUCAR;111.05;74.64;30.22;138;29.9;8.31;6797.12;21;45.23;0.5714;100;100;16.45616531;0;0;24307
270642;PARICONHA;100;71.15;30.47;175;29.4;3.36;4599.29;27.16;27.24;0.5042;100;100;56.89360809;0;100;10546
270644;PARIPUEIRA;49.59;65.16;14.28;223;23.9;11.7;7546.98;10;88.56;0.5398;100;100;14.83239365;0;0;13484
270650;PASSO DE CAMARAGIBE;91.83;79.5;22.51;167;32.4;9.48;8154.34;25.21;48.96;0.4939;100;100;19.64636612;13.0975771;100;15270
270660;PAULO JACINTO;136.05;72.37;23.27;184;30.1;10.77;5251.05;17.95;66.09;0.5291;100;100;13.23451519;13.23451519;0;7556
270670;PENEDO;96.45;64.16;17.59;152;23.1;12.44;8884.98;3.65;74.56;0.5658;100;100;24.99804688;1.56237793;94.3396225;64005
270680;PIACABUCU;90.25;76.29;26.92;170;30.1;13.43;7237.4;4.22;60.66;0.5334;100;100;22.38638878;0;0;17868
270690;PILAR;78.54;68.53;12.06;213;25;15.53;18292.55;3.71;95.48;0.5349;100;100;36.81676483;0;87.5;35310
270700;PINDOBA;94.44;65.9;20.49;239;37.5;9.33;8135.19;41.51;57.12;0.5868;100;100;34.44712448;0;0;2903
270710;PIRANHAS;100;72.06;28.19;147;30.4;6.96;5686.71;15.13;57.23;0.6126;96.45;96.45;27.64176369;0;100;25324
270720;POCO DAS TRINCHEIRAS;60.18;84.58;47.03;120;33.3;6.13;4904.31;59.42;14.73;0.6395;95.93;95.93;6.921852112;6.921852112;0;14447
270730;PORTO CALVO;76.32;69.95;15.51;147;26.4;10.76;7512.14;15.23;78.56;0.4872;100;100;10.97654724;10.97654724;0;27331
270740;PORTO DE PEDRAS;121.05;77.25;23.49;169;31.4;4.67;7992.35;40.77;56.92;0.5372;100;100;26.25361061;0;0;7618
270750;PORTO REAL DO COLEGIO;58.87;80.19;32.06;149;34.5;13.59;5404.7;33.99;34.17;0.6208;100;100;29.76485825;9.921619415;88.8888855;20158
270760;QUEBRANGULO;80.1;74.3;28;163;31.1;5.32;5828.42;34.37;56.39;0.5358;100;100;8.926977158;0;0;11202
270770;RIO LARGO;118.35;56.37;8.26;379;17;16.63;8747.44;4.02;81.7;0.4988;100;100;42.29335785;3.965002298;11.11111069;75662
270780;ROTEIRO;92.91;79.88;22.61;172;37.2;14.11;11860.21;10.35;87.59;0.4703;100;100;30.14772415;0;0;6634
270790;SANTA LUZIA DO NORTE;161.86;65.24;14.38;240;23.3;14.32;7736.52;4.22;89.57;0.4928;100;100;40.84967422;0;0;7344
270800;SANTANA DO IPANEMA;148.74;69.88;30.51;134;28.5;8.67;7069.2;23.71;60.5;0.6244;72.4;89.14;18.78522301;2.087246895;100;47910
270810;SANTANA DO MUNDAU;103.49;76.36;25.61;157;39.7;6.73;17175.95;45.07;51.62;0.5044;100;100;18.80229378;9.401146889;0;10637
270820;SAO BRAS;65.88;78.86;36.24;151;34.3;7.05;5838.54;4.94;47.38;0.6251;100;100;14.33280754;0;0;6977
270830;SAO JOSE DA LAJE;103.4;67.73;13.86;180;30.4;10.01;7691.4;16.78;67.84;0.4915;100;100;12.46675491;0;100;24064
270840;SAO JOSE DA TAPERA;131.05;78.7;40.96;116;35.1;4.44;6374.49;40.64;38.68;0.581;100;100;24.64419937;0;100;32462
270850;SAO LUIS DO QUITUNDE;94.91;72.17;17.53;167;33.3;12.55;11630.13;31.34;63.52;0.506;100;100;20.10050201;8.614500999;80;34825
270860;SAO MIGUEL DOS CAMPOS;84.48;58.77;10.78;367;19.9;20.23;19744.45;2.76;96.32;0.5254;100;100;35.29713821;1.604415298;100;62328
270870;SAO MIGUEL DOS MILAGRES;99.31;72.41;22.06;225;28.2;11.72;13610.72;8.39;31.56;0.4896;100;100;0;0;0;8073
270880;SAO SEBASTIAO;71.83;75.05;28.89;170;34.8;9.81;7001.41;49.95;38.45;0.5522;100;100;8.714850426;0;0;34424
270890;SATUBA;50.89;59.67;7.7;184;17.9;13.49;7546.97;1.65;87.6;0.5312;100;100;28.48597145;0;100;14042
270895;SENADOR RUI PALMEIRA;120.9;80.58;42.56;140;35.3;1.25;4444.38;54.85;30.23;0.5498;100;100;7.197869301;0;100;13893
270900;TANQUE D'ARCA;91.43;74.09;24.25;188;38.4;4.71;5552.89;43.52;34.96;0.5067;100;100;0;0;0;6115
270910;TAQUARANA;114.23;73.88;28.8;169;37;4.25;9456.99;47.55;38.45;0.5169;100;100;39.67860413;0;0;20162
270915;TEOTONIO VILELA;128.89;72.69;20.08;206;27.4;14.03;7800.42;3.61;84.53;0.5223;100;100;31.41126251;2.243661642;100;44570
270920;TRAIPU;97.31;81.67;41.62;118;44.9;3.83;5171.9;61.73;31.23;0.6452;100;100;17.89933395;3.579866886;0;27934
270930;UNIAO DOS PALMARES;131.77;65.88;15.38;176;31.2;11.7;8013.56;15.57;76.42;0.5469;73.62;91.91;25.77202415;1.516001344;100;65963
270940;VICOSA;55.32;73.37;19.27;183;31.8;16.78;6578.26;13.65;72.08;0.6128;100;100;11.69362736;3.897875547;100;25655
280010;AMPARO DE SAO FRANCISCO;36.36;68.66;19.55;171;22.8;7.47;9077.16;15.1;80.88;0.5102;100;100;0;0;0;2386
280020;AQUIDABA;59.74;68.42;19.21;184;27.8;9.62;8879.56;5.78;57.13;0.5542;100;100;18.35199165;4.587997913;62.5;21796
280030;ARACAJU;174.21;31.69;3.34;0;6.6;10.71;22646.67;0.25;100;0.6341;64.59;79.04;41.18260956;2.081431627;75.62862396;672614
280040;ARAUA;107.59;73.16;19.81;196;27.8;6.95;9106.93;20.09;41.25;0.5104;100;100;0;0;0;9840
280050;AREIA BRANCA;43.43;65.05;12.68;217;25.3;9.53;9137.88;7.92;48.59;0.4841;100;100;132.802124;5.312085152;56.13576889;18825
280060;BARRA DOS COQUEIROS;60.67;57.15;9;418;12.8;14.78;14318.3;1.96;83.62;0.6002;100;100;31.80762672;3.180762768;30.76922989;31439
280067;BOQUIM;36.62;62.01;19.42;187;23.1;9.3;9300.89;17.31;62.64;0.5081;100;100;18.53224564;0;100;26980
280070;BREJO GRANDE;50.6;80.69;31.97;153;31.4;11.62;8322.53;18.76;51.95;0.52;100;100;35.73130035;11.91043377;100;8396
280100;CAMPO DO BRITO;120.43;57.04;12.01;213;27.5;3.75;8222.41;7.79;49.73;0.5433;100;100;49.11323166;5.457026005;100;18325
280110;CANHOBA;63.89;70.29;24.58;156;32;3.39;8992.6;12.55;37.89;0.5254;100;100;0;0;0;4003
280120;CANINDE DE SAO FRANCISCO;103.34;73.11;23.89;162;30.8;11.32;19902.51;12.38;56.97;0.5584;92.31;92.31;22.65812111;3.23687458;100;30894
280130;CAPELA;71.11;65.49;14.27;185;22.9;14.84;8113.59;13.43;64.18;0.5563;100;100;25.85612488;0;85;34808
280140;CARIRA;41.51;62.77;15.97;192;34.2;6.75;11118.03;20.17;55.82;0.4961;100;100;17.8627243;0;100;22393
280150;CARMOPOLIS;66.67;59.66;11.95;300;12.7;22.39;52688.42;0.43;79.36;0.5589;82.96;82.96;34.81894302;0;100;17232
280160;CEDRO DE SAO JOAO;39.06;61.82;13.96;290;20.9;8.2;6654.63;0.83;89.38;0.5338;100;100;16.86625099;0;0;5929
280170;CRISTINAPOLIS;35.43;73.6;23.43;146;28.8;7.69;8852.48;26.14;50.46;0.5002;100;100;38.50173187;0;100;18181
280190;CUMBE;22.22;66.98;16.72;251;25.2;3.91;8317.94;5.22;59.56;0.4877;100;100;24.95009995;0;0;4008
280200;DIVINA PASTORA;54.17;61.01;9.44;233;23.5;12.81;57308.39;5.13;48.52;0.3997;100;100;37.80718231;0;62.5;5290
280210;ESTANCIA;30.78;55.55;12.13;175;17.6;14.07;25281.47;10.22;85.02;0.5383;89.76;95.96;50.05792236;0;100;69919
280220;FEIRA NOVA;23.71;71.83;17.24;206;29.4;15.98;8247.84;6.25;67.37;0.485;100;100;17.80309868;0;87.5;5617
280230;FREI PAULO;69.44;50.32;7.39;241;26.7;6.85;16514.97;9.59;59.2;0.4907;100;100;19.12289619;0;83.33333588;15688
280240;GARARU;42.5;76.07;31.48;162;30;4.45;6823.44;22.08;24.83;0.6244;89.19;89.19;25.86429787;0;66.66666412;11599
280250;GENERAL MAYNARD;46.43;60.94;14.42;187;14;21.24;7985.89;7.48;62.92;0.5612;100;100;0;0;0;3421
280260;GRACHO CARDOSO;80.95;72.69;20.16;185;30.2;6.99;8674.69;7.46;47.88;0.5784;100;100;0;0;0;5831
280270;ILHA DAS FLORES;84.03;83.28;34.9;161;23.3;10.09;6330.35;2.74;65.11;0.5833;100;100;23.46866989;0;100;8522
280280;INDIAROBA;31.45;74.97;28.85;164;24.1;5.37;8580.13;23.61;35.28;0.5328;100;100;21.81381989;0;66.66666412;18337
280290;ITABAIANA;103.66;49.98;8.7;206;21.9;5.45;13770.14;6.65;77.86;0.5312;90.38;100;26.84868622;2.065283537;96;96839
280300;ITABAIANINHA;109.95;70.86;20.66;166;29.4;6.42;7990.36;29.93;49.88;0.5091;98.74;100;18.86837006;2.358546257;77.77777863;42399
280310;ITABI;119.3;66.71;17.37;183;29.1;4.74;7665.78;6.26;55.35;0.4814;100;100;41.07619476;0;100;4869
280320;ITAPORANGA D'AJUDA;46.67;71.04;17.57;209;25.7;17.88;26967.07;20.82;39.02;0.5081;100;100;42.79112244;0;100;35054
280330;JAPARATUBA;58.6;64.91;15.71;219;19.4;12.03;42538.58;12.49;46.86;0.5114;100;100;26.2233181;0;100;19067
280340;JAPOATA;55.56;71.99;17.14;218;30.8;7.76;9260.78;21.12;33.33;0.4979;100;100;52.15318298;7.450454712;50;13422
280350;LAGARTO;61.11;55.04;12.94;231;24.5;6.67;11835.17;13.88;51.51;0.5069;85.91;94.82;40.56029892;2.829788208;99;106015
280360;LARANJEIRAS;72.89;67.95;10.69;214;14;18.18;34179.27;2.34;79.02;0.5351;100;100;16.48695946;3.297391653;75;30327
280370;MACAMBIRA;112.79;61.77;13.5;204;32.3;3.66;7577.27;19.3;47.85;0.4323;100;100;0;0;0;7002
280380;MALHADA DOS BOIS;53.52;69.17;13.84;212;23.2;12.27;11074.83;1.94;46.3;0.4686;100;100;26.91790009;0;0;3715
280390;MALHADOR;34.97;58.43;13.92;210;25;3.59;8368.53;10.99;46.72;0.4563;100;100;47.28504944;0;100;12689
280400;MARUIM;52.42;60.91;12.8;176;17.3;18.12;13185.06;7.41;73.68;0.4994;100;100;23.08402634;11.54201317;100;17328
280410;MOITA BONITA;69.29;56.09;12.53;224;26.6;2.19;9849.85;30.65;41.81;0.4443;100;100;0;0;0;11361
280420;MONTE ALEGRE DE SERGIPE;93.95;76.07;30.13;138;33.5;8.8;7060.51;20.73;59.02;0.5692;100;100;13.05909252;6.529546261;100;15315
280430;MURIBECA;51.28;65.61;15.22;211;24;8.83;14215.42;4.57;44.77;0.4923;90.49;90.49;13.06677151;0;0;7653
280440;NEOPOLIS;50;66.96;17.21;161;22.8;16.45;10816.83;15.23;56.83;0.5692;100;100;21.40410995;5.351027489;100;18688
280445;NOSSA SENHORA APARECIDA;118.37;67.8;22.49;178;36;3.67;11978.31;8.41;40.61;0.5539;100;100;0;0;0;8822
280450;NOSSA SENHORA DA GLORIA;142.88;62.76;16.65;171;26.2;5.91;12309.49;8.49;66.52;0.528;100;100;26.51464844;0;100;37715
280460;NOSSA SENHORA DAS DORES;68.28;65.74;19.01;174;27.7;8.8;9582.06;12.61;65.2;0.5211;100;100;22.25766945;3.709611654;50;26957
280470;NOSSA SENHORA DE LOURDES;185.07;69.83;19.49;201;26.9;5.76;7466.13;5.03;52.76;0.5;100;100;15.36334324;0;100;6509
280480;NOSSA SENHORA DO SOCORRO;93.77;52.85;6.83;244;10.6;14.5;14105.32;0.88;96.89;0.498;100;100;50.60378265;3.728699684;90.47618866;187733
